pack_code,pack_name,type_code,type_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,subname,text,real_text,quantity,skill_willpower,skill_intellect,skill_combat,skill_agility,health,health_per_investigator,sanity,deck_limit,real_slot,traits,real_traits,deck_requirements,deck_options,flavor,illustrator,is_unique,permanent,double_sided,back_text,back_flavor,octgn_id,url,imagesrc,backimagesrc,duplicated_by,alternated_by,cost,xp,slot,subtype_code,subtype_name,errata_date,skill_wild,restrictions,tags,victory,enemy_damage,enemy_fight,enemy_evade,hidden,exile,linked_to_code,linked_to_name,linked_card,enemy_horror,faction2_code,faction2_name,bonded_cards,bonded_to,bonded_count,shroud,clues,alternate_of_code,alternate_of_name,duplicate_of_code,duplicate_of_name,faction3_code,faction3_name,customization_text,customization_change,customization_options,links_to_card_by_id
iotv,Ire of the Void,asset,Asset,neutral,Neutral,8,FALSE,FALSE,98008,Split the Angle,Split the Angle,Ire of the Void,"Norman Withers deck only. Replacement.
[action]: Reveal the top card of the encounter deck.
[free] Exhaust Split the Angle and discard the top card of your deck: Discard the top card of the encounter deck.","Norman Withers deck only. Replacement.
[action]: Reveal the top card of the encounter deck.
[free] Exhaust Split the Angle and discard the top card of your deck: Discard the top card of the encounter deck.",1,1,1,,,,FALSE,,1,,Spell.,Spell.,,,"...another spell, likewise rendered phonetically, for ""splitting the angle"" and walking through time in the flesh.",Chris Ostrowski,FALSE,FALSE,FALSE,,,da8c48b0-686f-4c78-85de-2d052734ac6c,https://arkhamdb.com/card/98008,/bundles/cards/98008.png,,,,2,,,,,,1,"{'investigator': {'08004': '08004', '98007': '98007'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,98007
iotv,Ire of the Void,enemy,Enemy,neutral,Neutral,9,FALSE,FALSE,98009,Vengeful Hound,Vengeful Hound,,"Norman Withers deck only. Replacement.
<b>Prey</b> - Norman Withers.
While Vengeful Hounds is engaged with you, you cannot draw or reveal cards via player card effects.","Norman Withers deck only. Replacement.
<b>Prey</b> - Norman Withers.
While Vengeful Hounds is engaged with you, you cannot draw or reveal cards via player card effects.",1,,,,,2,FALSE,,1,,Monster. Extradimensional. Tindalos.,Monster. Extradimensional. Tindalos.,,,"""On those rare occasions when a man escapes the Hounds, he doesn't always stay escaped. Sooner or later, they're apt to come after him."" - Richard Lee Byers, Ire of the Void",Reiko Murakami,FALSE,FALSE,FALSE,,,4f9c52ce-35ea-4e70-8595-4c9738f74cec,https://arkhamdb.com/card/98009,/bundles/cards/98009.png,,,,,,,weakness,Weakness,,,"{'investigator': {'08004': '08004', '98007': '98007'}}",,,1,2,3,,,,,,1,,,,,,,,,,,,,,,,,98007
jac,Jacqueline Fine,investigator,Investigator,mystic,Mystic,1,FALSE,FALSE,60401,Jacqueline Fine,Jacqueline Fine,The Psychic,"[reaction] When an investigator at your location would reveal any number of chaos tokens: Reveal 2 additional tokens. Of the revealed tokens, choose and cancel 2 non-[auto_fail] tokens, or 1 [auto_fail] token. (Limit once per round.)
[elder_sign] effect: +1. If this effect is canceled or ignored, draw 1 card.","[reaction] When an investigator at your location would reveal any number of chaos tokens: Reveal 2 additional tokens. Of the revealed tokens, choose and cancel 2 non-[auto_fail] tokens, or 1 [auto_fail] token. (Limit once per round.)
[elder_sign] effect: +1. If this effect is canceled or ignored, draw 1 card.",1,5,3,2,2,6,FALSE,9,1,,Clairvoyant.,Clairvoyant.,"{'size': 30, 'card': {'60402': {'60402': '60402'}, '60403': {'60403': '60403'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['mystic', 'neutral'], 'level': {'min': 0, 'max': 5}}]","""The future can be rewritten.""",Aleksander Karcz,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Mystic cards ([mystic]) level 0-5, Neutral cards level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Arbiter of Fates, Dark Future, 1 random basic weakness.","Blood. Fire. Destruction. Every night, Jacqueline's dreams are filled with things that have not yet come to pass. At first, she thought of these dreams as a terrible curse. However, as she began to control her visions and observe the events within in greater detail, she now understands they are no curse, but a calling. The world is about to be plunged into a thousand years of indescribable chaos, and only she knows the warning signs. Her dreams have never been wrong, but she cannot let the nightmares that haunt them become a reality.",1d70c48b-77e2-439d-bba1-8747799ec121:88beaa32-c400-4527-ba28-971574cba718,https://arkhamdb.com/card/60401,/bundles/cards/60401.png,/bundles/cards/60401b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60401
jac,Jacqueline Fine,asset,Asset,mystic,Mystic,2,FALSE,FALSE,60402,Arbiter of Fates,Arbiter of Fates,,"Jacqueline Fine deck only.
[reaction] When you use Jacqueline Fine's [reaction] ability, exhaust Arbiter of Fates: This use of her ability does not count towards its limit.","Jacqueline Fine deck only.
[reaction] When you use Jacqueline Fine's [reaction] ability, exhaust Arbiter of Fates: This use of her ability does not count towards its limit.",1,1,,,1,,FALSE,,1,,Talent.,Talent.,,,I can see the threads. I know when they will snap.,Pavel Kolomeyets,FALSE,FALSE,FALSE,,,6deb4b98-2f16-4d0f-813b-63bb5dedd0e9,https://arkhamdb.com/card/60402,/bundles/cards/60402.png,,,,3,,,,,,1,{'investigator': {'60401': '60401'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,60401
jac,Jacqueline Fine,treachery,Treachery,neutral,Neutral,3,FALSE,FALSE,60403,Dark Future,Dark Future,,"<b>Revelation</b> - Put Dark Future into play in your threat area.
You cannot cancel or ignore [elder_sign], [skull], [cultist], [tablet], [elder_thing], and [auto_fail] tokens.
<b>Forced</b> - At the end of your turn: Reveal 5 random tokens from the chaos bag. If an [elder_sign] symbol is revealed, discard Dark Future.","<b>Revelation</b> - Put Dark Future into play in your threat area.
You cannot cancel or ignore [elder_sign], [skull], [cultist], [tablet], [elder_thing], and [auto_fail] tokens.
<b>Forced</b> - At the end of your turn: Reveal 5 random tokens from the chaos bag. If an [elder_sign] symbol is revealed, discard Dark Future.",1,,,,,,FALSE,,1,,Omen. Endtimes.,Omen. Endtimes.,,,,Matt Bradbury,FALSE,FALSE,FALSE,,,4b247941-3ade-4cc0-83c3-7d3791696a00,https://arkhamdb.com/card/60403,/bundles/cards/60403.png,,,,,,,weakness,Weakness,,,{'investigator': {'60401': '60401'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,60401
ltr,Laid to Rest,investigator,Investigator,mystic,Mystic,49,FALSE,FALSE,90049,Jim Culver,Jim Culver,The Musician,"[reaction] After you reveal 1 or more [skull] or [curse] tokens during a skill test you are performing: Replenish 1 charge on an asset you control. (Limit once per round.)
[elder_sign] effect: +2. You may treat this token as if it were a [skull] or [curse] token instead.","[reaction] After you reveal 1 or more [skull] or [curse] tokens during a skill test you are performing: Replenish 1 charge on an asset you control. (Limit once per round.)
[elder_sign] effect: +2. You may treat this token as if it were a [skull] or [curse] token instead.",1,4,3,3,2,7,FALSE,8,1,,Performer. Cursed.,Performer. Cursed.,"{'size': 30, 'card': {'02012': {'02012': '02012', '90050': '90050'}, '02013': {'02013': '02013', '90051': '90051'}, '90052': {'90052': '90052'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['mystic'], 'level': {'min': 0, 'max': 3}}, {'faction': ['neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['spell', 'cursed'], 'level': {'min': 0, 'max': 4}}, {'faction': ['survivor'], 'level': {'min': 0, 'max': 0}, 'limit': 5, 'error': 'You cannot have more than 5 Survivor cards.'}]",“I know I can make the dead dance.”,Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Mystic cards ([mystic]) level 0-3, [[Spell]] and [[Cursed]] cards level 0-4, Neutral cards level 0-5, up to five other Survivor cards ([survivor]) level 0.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Jim's Trumpet, Final Rhapsody, The Beyond, 1 random basic weakness.
<b>Spirit Deck Size</b>: 10.
<b>Spirit Deckbuilding Options</b>: 9 different [[Ally]] assets from any class level 0–2, Vengeful Shade.
<b>Spirit Deck Instructions</b>: Shuffle the “spirit deck” separately from your deck and place it next to The Beyond asset, facedown. This deck may be upgraded separately using your unspent experience.","Jazz has been nothing but trouble for Jim since the day he picked up his daddy’s trumpet. But the dead sure love it when he plays, so Jim has no intention of stopping.",47f5b028-27e6-4ce7-a9ee-f2a6c41a3fe7,https://arkhamdb.com/card/90049,/bundles/cards/90049.jpg,/bundles/cards/90049b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,Jim Culver,,,,,,,,90049
ltr,Laid to Rest,asset,Asset,neutral,Neutral,50,FALSE,FALSE,90050,Jim's Trumpet,Jim's Trumpet,The Dead Speak,"Jim Culver deck only. Advanced.
[reaction] When a [skull] or [curse] token is revealed during a skill test you are performing, exhaust Jim's Trumpet: Heal 1 horror from each investigator and [[Ally]] asset at your location or a connecting location.","Jim Culver deck only. Advanced.
[reaction] When a [skull] or [curse] token is revealed during a skill test you are performing, exhaust Jim's Trumpet: Heal 1 horror from each investigator and [[Ally]] asset at your location or a connecting location.",1,2,,,,,FALSE,,1,Hand,Item. Instrument. Relic.,Item. Instrument. Relic.,,,,John Pacer,TRUE,FALSE,FALSE,,,2e7dfe17-96d4-4083-8354-f8c453567c88,https://arkhamdb.com/card/90050,/bundles/cards/90050.jpg,,,,2,,Hand,,,,2,{'investigator': {'02004': '02004'}},hh.,,,,,,,,,,,,,,,,,,,,,,,,,,,90049
ltr,Laid to Rest,treachery,Treachery,neutral,Neutral,51,FALSE,FALSE,90051,Final Rhapsody,Final Rhapsody,,"Advanced.
<b>Revelation</b> - Reveal 5 chaos tokens from the chaos bag. For each non-[elder_sign], non-[bless] symbol token revealed, take 1 damage and 1 horror.","Advanced.
<b>Revelation</b> - Reveal 5 chaos tokens from the chaos bag. For each non-[elder_sign], non-[bless] symbol token revealed, take 1 damage and 1 horror.",1,,,,,,FALSE,,1,,Endtimes.,Endtimes.,,,"When the dead start talking about what scares them, that's when it's time to listen.",Preston Stone,FALSE,FALSE,FALSE,,,fa73cb95-31e7-4edd-9424-f27662c9ca48,https://arkhamdb.com/card/90051,/bundles/cards/90051.jpg,,,,,,,weakness,Weakness,,,{'investigator': {'02004': '02004'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,90049
ltr,Laid to Rest,asset,Asset,neutral,Neutral,52,FALSE,FALSE,90052,The Beyond,The Beyond,Black Netherworld,"Jim Culver deck only. Permanent.
Each attached spirit loses all printed traits and gains the [[Geist]] trait. When damage/horror would be placed on an attached spirit, it must be placed on Jim Culver, instead.
<b>Forced</b> – When your turn begins: Attach the top card of the spirit deck to The Beyond, as a spirit. If 4 or more spirits are attached, flip this card and resolve its text.","Jim Culver deck only. Permanent.
Each attached spirit loses all printed traits and gains the [[Geist]] trait. When damage/horror would be placed on an attached spirit, it must be placed on Jim Culver, instead.
<b>Forced</b> – When your turn begins: Attach the top card of the spirit deck to The Beyond, as a spirit. If 4 or more spirits are attached, flip this card and resolve its text.",1,,,,,,FALSE,,1,,Sanctum. Spectral.,Sanctum. Spectral.,,,,Stephen Somers,TRUE,TRUE,FALSE,,,b29ef026-7bff-48ba-867a-deb41ece59ca,https://arkhamdb.com/card/90052,/bundles/cards/90052.jpg,,,,,,,,,,,{'investigator': {'02004': '02004'}},,,,,,,,90052b,The Beyond,"{'pack_code': 'ltr', 'pack_name': 'Laid to Rest', 'type_code': 'story', 'type_name': 'Story', 'faction_code': 'neutral', 'faction_name': 'Neutral', 'id': 4367, 'position': 52, 'exceptional': False, 'myriad': False, 'encounter_position': None, 'code': '90052b', 'name': 'The Beyond', 'real_name': 'The Beyond', 'subname': None, 'bonded_to': None, 'bonded_count': None, 'cost': None, 'text': '<p><b>Forced</b> – One at a time, choose each non-weakness spirit attached to The Beyond and reveal a random token from the chaos bag. If it is...</p><p>- ... an <span class=""icon-elder_sign"" title=""Elder Sign""></span> token: You may either heal 1 horror, or attach the top card of the spirit deck to The Beyond, as a spirit. <i>(Do not reveal tokens for the spirit you attach after resolving this effect.)</i></p><p>- ... an <span class=""icon-auto_fail"" title=""Auto Fail""></span> token: Discard this spirit. Take 1 direct damage/horror.</p><p>- ...a <span class=""icon-skull"" title=""Skull""></span> token: Discard this spirit. Heal 1 horror.</p><p>- ...a <span class=""icon-cultist"" title=""Cultist""></span>, <span class=""icon-elder_thing"" title=""Elder Thing""></span>, <span class=""icon-tablet"" title=""Tablet""></span>, or <span class=""icon-curse"" title=""Curse""></span> token: You must either discard this spirit or take 1 direct damage.</p><p>- ...any other token: Discard this spirit.</p><p>Flip this card back to its asset side.</p><p><hr><b>Reminder:</b> <i>Spirits attached to The Beyond are in play but only retain their names and text boxes. Spirits do not take up slots and do not have health or sanity values. When a unique spirit is attached to The Beyond, any other asset that shares its name and is already in play is discarded. Spirits are always discarded to the</i> <b>bottom</b> <i>of the spirit deck.</i></p>', 'customization_text': None, 'customization_change': None, 'real_text': '<b>Forced</b> – One at a time, choose each non-weakness spirit attached to The Beyond and reveal a random token from the chaos bag. If it is...\n- ... an [elder_sign] token: You may either heal 1 horror, or attach the top card of the spirit deck to The Beyond, as a spirit. <i>(Do not reveal tokens for the spirit you attach after resolving this effect.)</i>\n- ... an [auto_fail] token: Discard this spirit. Take 1 direct damage/horror.\n- ...a [skull] token: Discard this spirit. Heal 1 horror.\n- ...a [cultist], [elder_thing], [tablet], or [curse] token: You must either discard this spirit or take 1 direct damage.\n- ...any other token: Discard this spirit.\nFlip this card back to its asset side.\n<hr><b>Reminder:</b> <i>Spirits attached to The Beyond are in play but only retain their names and text boxes. Spirits do not take up slots and do not have health or sanity values. When a unique spirit is attached to The Beyond, any other asset that shares its name and is already in play is discarded. Spirits are always discarded to the</i> <b>bottom</b> <i>of the spirit deck.</i>', 'quantity': 1, 'skill_willpower': None, 'skill_intellect': None, 'skill_combat': None, 'skill_agility': None, 'skill_wild': None, 'xp': None, 'shroud': None, 'clues': None, 'clues_fixed': False, 'doom': None, 'health': None, 'health_per_investigator': False, 'sanity': None, 'enemy_damage': None, 'enemy_horror': None, 'enemy_fight': None, 'enemy_evade': None, 'victory': None, 'vengeance': None, 'deck_limit': None, 'slot': None, 'real_slot': None, 'stage': None, 'traits': None, 'real_traits': None, 'tags': 'hh.', 'deck_requirements': None, 'deck_options': None, 'customization_options': None, 'restrictions': None, 'flavor': '', 'illustrator': None, 'is_unique': False, 'exile': False, 'hidden': True, 'permanent': False, 'double_sided': False, 'back_text': None, 'back_flavor': None, 'back_name': None, 'octgn_id': None, 'url': 'https://arkhamdb.com/card/90052b', 'imagesrc': None}",,,,,,,,,,,,,,,,,,90049
ltr,Laid to Rest,story,Story,neutral,Neutral,52,FALSE,FALSE,90052b,The Beyond,The Beyond,,"<b>Forced</b> – One at a time, choose each non-weakness spirit attached to The Beyond and reveal a random token from the chaos bag. If it is...
- ... an [elder_sign] token: You may either heal 1 horror, or attach the top card of the spirit deck to The Beyond, as a spirit. <i>(Do not reveal tokens for the spirit you attach after resolving this effect.)</i>
- ... an [auto_fail] token: Discard this spirit. Take 1 direct damage/horror.
- ...a [skull] token: Discard this spirit. Heal 1 horror.
- ...a [cultist], [elder_thing], [tablet], or [curse] token: You must either discard this spirit or take 1 direct damage.
- ...any other token: Discard this spirit.
Flip this card back to its asset side.
<hr><b>Reminder:</b> <i>Spirits attached to The Beyond are in play but only retain their names and text boxes. Spirits do not take up slots and do not have health or sanity values. When a unique spirit is attached to The Beyond, any other asset that shares its name and is already in play is discarded. Spirits are always discarded to the</i> <b>bottom</b> <i>of the spirit deck.</i>","<b>Forced</b> – One at a time, choose each non-weakness spirit attached to The Beyond and reveal a random token from the chaos bag. If it is...
- ... an [elder_sign] token: You may either heal 1 horror, or attach the top card of the spirit deck to The Beyond, as a spirit. <i>(Do not reveal tokens for the spirit you attach after resolving this effect.)</i>
- ... an [auto_fail] token: Discard this spirit. Take 1 direct damage/horror.
- ...a [skull] token: Discard this spirit. Heal 1 horror.
- ...a [cultist], [elder_thing], [tablet], or [curse] token: You must either discard this spirit or take 1 direct damage.
- ...any other token: Discard this spirit.
Flip this card back to its asset side.
<hr><b>Reminder:</b> <i>Spirits attached to The Beyond are in play but only retain their names and text boxes. Spirits do not take up slots and do not have health or sanity values. When a unique spirit is attached to The Beyond, any other asset that shares its name and is already in play is discarded. Spirits are always discarded to the</i> <b>bottom</b> <i>of the spirit deck.</i>",1,,,,,,FALSE,,,,,,,,,,FALSE,FALSE,FALSE,,,,https://arkhamdb.com/card/90052b,,,,,,,,,,,,,hh.,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,90049
ltr,Laid to Rest,enemy,Enemy,neutral,Neutral,53,FALSE,FALSE,90053,Vengeful Shade,Vengeful Shade,,"Hunter. <b>Prey</b> – Jim Culver only.
You may fight or evade this enemy while it is attached to The Beyond (as if it were engaged with you). If you succeed, discard it. If you fail, spawn it engaged with you.
<b>Forced</b> – When you attach a spirit to The Beyond via its forced effect: Vengeful Shade attacks you <i>(even if it is not at your location)</i>.","Hunter. <b>Prey</b> – Jim Culver only.
You may fight or evade this enemy while it is attached to The Beyond (as if it were engaged with you). If you succeed, discard it. If you fail, spawn it engaged with you.
<b>Forced</b> – When you attach a spirit to The Beyond via its forced effect: Vengeful Shade attacks you <i>(even if it is not at your location)</i>.",1,,,,,2,FALSE,,1,,Monster. Geist.,Monster. Geist.,,,,Andreas Zafiratos,FALSE,FALSE,FALSE,,,8c1e9f95-fbec-4e0c-a55a-f906b3213629,https://arkhamdb.com/card/90053,/bundles/cards/90053.jpg,,,,,,,weakness,Weakness,,,{'investigator': {'02004': '02004'}},,,,5,5,,,,,,2,,,,,,,,,,,,,,,,,90049
nat,Nathaniel Cho,investigator,Investigator,guardian,Guardian,1,FALSE,FALSE,60101,Nathaniel Cho,Nathaniel Cho,The Boxer,"[reaction] When you deal damage to an enemy by an event or a fight ability on an event: Deal 1 additional damage. (Limit once per phase.)
[elder_sign] effect: +1. If this skill test is successful during an attack, return an event from your discard pile to your hand.","[reaction] When you deal damage to an enemy by an event or a fight ability on an event: Deal 1 additional damage. (Limit once per phase.)
[elder_sign] effect: +1. If this skill test is successful during an attack, return an event from your discard pile to your hand.",1,3,2,5,2,9,FALSE,6,1,,Criminal. Warden.,Criminal. Warden.,"{'size': 30, 'card': {'60102': {'60102': '60102'}, '60103': {'60103': '60103'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['guardian', 'neutral'], 'level': {'min': 0, 'max': 5}}]","""I must fight on.""",Aleksander Karcz,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Guardian cards ([guardian]) level 0-5, Neutral cards level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Randall Cho, Tommy Malloy, 1 random basic weakness.","When up-and-coming boxer Nathaniel Cho was offered lots of dough for a title fight, he thought he'd finally hit the big time. But his promoter turned out to be part of the notorious O'Bannion gang, and Nathaniel was pressured to fix fights by taking a dive every now and then. His refusal led to his brother Randall's ""accident."" Nathaniel is rightly fed up with the mobsters endangering Arkham's citizens on a nightly basis. Now he puts his fists to better use, patrolling the streets and defending others from harm. But he's about to find out there are much more dangerous things that lurk in the shadows of Arkham than simple gangsters...",7355d9be-267d-40cb-bb97-270001207e82:1effbc6c-40da-413a-bcb2-3d0df7238b88,https://arkhamdb.com/card/60101,/bundles/cards/60101.png,/bundles/cards/60101b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60101
nat,Nathaniel Cho,asset,Asset,guardian,Guardian,2,FALSE,FALSE,60102,Randall Cho,Randall Cho,Concerned Brother,"Nathaniel Cho deck only.
[reaction] After Randall Cho enters play: Heal 3 damage or search your deck and discard pile for a [[Weapon]] asset, play it <i>(paying its cost)</i>, and shuffle your deck.","Nathaniel Cho deck only.
[reaction] After Randall Cho enters play: Heal 3 damage or search your deck and discard pile for a [[Weapon]] asset, play it <i>(paying its cost)</i>, and shuffle your deck.",1,1,1,,,1,FALSE,3,1,Ally,Ally. Medic.,Ally. Medic.,,,"""You gotta give this up, Nathaniel. Sooner or later, you're gonna get yourself killed.""",Derek D. Edgell,TRUE,FALSE,FALSE,,,846ebfab-5320-4299-8de6-e9dcdd9ea3aa,https://arkhamdb.com/card/60102,/bundles/cards/60102.png,,,,2,,Ally,,,"{'date': '2020-10-15 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",1,{'investigator': {'60101': '60101'}},hd.,,,,,,,,,,,,,,,,,,,,,,,,,,,60101
nat,Nathaniel Cho,enemy,Enemy,neutral,Neutral,3,FALSE,FALSE,60103,Tommy Malloy,Tommy Malloy,,"<b>Prey</b> - Nathaniel Cho only.
Hunter.
<b>Forced</b> - When Tommy Malloy would take any amount of damage: Reduce that amount to 1.","<b>Prey</b> - Nathaniel Cho only.
Hunter.
<b>Forced</b> - When Tommy Malloy would take any amount of damage: Reduce that amount to 1.",1,,,,,3,FALSE,,1,,Humanoid. Criminal. Syndicate.,Humanoid. Criminal. Syndicate.,,,"They call him ""The Big Palooka.""
Nathaniel calls him scum.",Mark Molnar,TRUE,FALSE,FALSE,,,7e582c0e-d2fb-45a3-9b23-acb55799f67c,https://arkhamdb.com/card/60103,/bundles/cards/60103.png,,,,,,,weakness,Weakness,,,{'investigator': {'60101': '60101'}},,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,60101
otr,On the Road Again,investigator,Investigator,survivor,Survivor,46,FALSE,FALSE,90046,"""Ashcan"" Pete","""Ashcan"" Pete",The Drifter,"You begin the game with Pete's Guitar in play.
[reaction] When a card you own that is attached to a scenario card would be discarded: Add it to your hand instead. (Limit once per round.)
[elder_sign] effect: +1. Choose a card you own attached to a scenario card. You may return the chosen card to your hand.","You begin the game with Pete's Guitar in play.
[reaction] When a card you own that is attached to a scenario card would be discarded: Add it to your hand instead. (Limit once per round.)
[elder_sign] effect: +1. Choose a card you own attached to a scenario card. You may return the chosen card to your hand.",1,4,2,3,3,7,FALSE,7,1,,Drifter.,Drifter.,"{'size': 30, 'card': {'02014': {'02014': '02014', '90047': '90047'}, '02015': {'02015': '02015', '90048': '90048'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['survivor'], 'level': {'min': 0, 'max': 3}}, {'faction': ['neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['improvised', 'tactic'], 'level': {'min': 0, 'max': 4}}, {'level': {'min': 0, 'max': 0}, 'limit': 5, 'faction': ['guardian'], 'error': 'You cannot have more than 5 level 0 Guardian cards'}]","""C'mere, boy... We got work to do.""",Jake Murray,TRUE,FALSE,TRUE,"<b>Deck size</b>: 30.
<b>Deckbuilding Options</b>: Survivor cards ([survivor]) level 0-3, [[Improvised]] and [[Tactic]] cards level 0-4, Neutral cards level 0-5, up to 5 other Guardian cards ([guardian]) level 0.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Duke, Wracked by Nightmares, 1 random basic weakness.","At night, ""Ashcan"" Pete sleeps wherever his travels take him: in a field, on a train, or maybe, if he’s lucky, in a barn. He bunks with his loyal hound dog, Duke, on one side and his beat-up guitar on the other. And sometimes when Pete sleeps, he dreams. He dreams of haunted, tortured places and of horrible creatures. When he wakes up, he knows that someone needs his help, because his dreams are true. He could not say how long he has been on the road, living by his wits, but he can say for certain no place is too far to go to help someone in need. And as long as Pete can help people, he is not likely to stop wandering any time soon.",47b6c3d1-59fc-46f9-be13-5e85765d1483,https://arkhamdb.com/card/90046,/bundles/cards/90046.jpg,/bundles/cards/90046b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,"""Ashcan"" Pete",,,,,,,,90046
otr,On the Road Again,asset,Asset,neutral,Neutral,47,FALSE,FALSE,90047,Pete's Guitar,Pete's Guitar,Still Holdin' Up,"""Ashcan"" Pete deck only. Replacement.
[fast] Exhaust Pete's Guitar: Choose a non-[[Elite]] enemy at your location or a connecting location. Move that enemy once in a direction of your choice. Then, if there are no enemies at your location, either heal 1 horror or gain 1 resource.","""Ashcan"" Pete deck only. Replacement.
[fast] Exhaust Pete's Guitar: Choose a non-[[Elite]] enemy at your location or a connecting location. Move that enemy once in a direction of your choice. Then, if there are no enemies at your location, either heal 1 horror or gain 1 resource.",1,,,,,,FALSE,,1,,Item. Instrument.,Item. Instrument.,,,,Jake Murray,FALSE,FALSE,FALSE,,,4de97427-3808-48e0-8ca6-f662d9bca88b,https://arkhamdb.com/card/90047,/bundles/cards/90047.jpg,,,,2,,,,,,,{'investigator': {'02005': '02005'}},hh.,,,,,,,,,,,,,,,,,,,,,,,,,,,90046
otr,On the Road Again,treachery,Treachery,neutral,Neutral,48,FALSE,FALSE,90048,Hard Times,Hard Times,,"Replacement.
<b>Revelation</b> - Put Hard Times into play in your threat area.
<b>Forced</b> - After you draw 1 or more cards: Choose and discard that many cards from hand.
[action][action]: Discard Hard Times.","Replacement.
<b>Revelation</b> - Put Hard Times into play in your threat area.
<b>Forced</b> - After you draw 1 or more cards: Choose and discard that many cards from hand.
[action][action]: Discard Hard Times.",1,,,,,,FALSE,,1,,Hardship.,Hardship.,,,,Antonio Maínez,FALSE,FALSE,FALSE,,,a906e205-7daa-467e-bae6-c5d89a7274d0,https://arkhamdb.com/card/90048,/bundles/cards/90048.jpg,,,,,,,weakness,Weakness,,,{'investigator': {'02005': '02005'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,90046
