pack_code,pack_name,type_code,type_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,subname,text,real_text,quantity,skill_willpower,skill_intellect,skill_combat,skill_agility,health,health_per_investigator,sanity,deck_limit,real_slot,traits,real_traits,deck_requirements,deck_options,flavor,illustrator,is_unique,permanent,double_sided,back_text,back_flavor,octgn_id,url,imagesrc,backimagesrc,duplicated_by,alternated_by,cost,xp,slot,subtype_code,subtype_name,errata_date,skill_wild,restrictions,tags,victory,enemy_damage,enemy_fight,enemy_evade,hidden,exile,linked_to_code,linked_to_name,linked_card,enemy_horror,faction2_code,faction2_name,bonded_cards,bonded_to,bonded_count,shroud,clues,alternate_of_code,alternate_of_name,duplicate_of_code,duplicate_of_name,faction3_code,faction3_name,customization_text,customization_change,customization_options
hote,Heart of the Elders,event,Event,survivor,Survivor,200,False,False,04200,Live and Learn,Live and Learn,,"Fast. Play after a skill test you failed ends <i>(after resolving all effects from the failed test)</i>.
Attempt that test again. You get +2 skill value for this test.","Fast. Play after a skill test you failed ends <i>(after resolving all effects from the failed test)</i>.
Attempt that test again. You get +2 skill value for this test.",2,,,,,,False,,2.0,,Spirit.,Spirit.,,,,Stanislav Dikolenko,False,False,False,,,43ce6f56-93da-405c-993f-a5f329c16f98,https://arkhamdb.com/card/04200,/bundles/cards/04200.png,,['60516'],,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hote,Heart of the Elders,skill,Skill,survivor,Survivor,201,False,False,04201,Take Heart,Take Heart,,"Max 1 committed per skill test.
You may commit Take Heart to any type of test.
If this test fails, the performing investigator draws 2 cards and gains 2 resources.","Max 1 committed per skill test.
You may commit Take Heart to any type of test.
If this test fails, the performing investigator draws 2 cards and gains 2 resources.",2,,,,,,False,,2.0,,Innate.,Innate.,,,,Andreia Ugrai,False,False,False,,,e1778e2d-b5f8-4393-b9dc-3f24f5a61ed5,https://arkhamdb.com/card/04201,/bundles/cards/04201.png,,['60519'],,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hote,Heart of the Elders,asset,Asset,neutral,Neutral,203,False,False,04203,Trench Coat,Trench Coat,,You get +1 [agility] during evasion attempts.,You get +1 [agility] during evasion attempts.,2,,,,1.0,2.0,False,,2.0,Body,Item. Clothing.,Item. Clothing.,,,"Roland loosened his tie, tilted his hat, and turned up his coat collar, and when he was sure he looked respectably disreputable, he approached the door.
- Graeme Davis, <u>The Dirge of Reason</u>",Jorge Matar,False,False,False,,,d5d43a3e-0dbf-44cc-9d90-b4162ca6fa73,https://arkhamdb.com/card/04203,/bundles/cards/04203.png,,,,3.0,0.0,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hote,Heart of the Elders,asset,Asset,neutral,Neutral,204,False,False,04204,Ornate Bow,Ornate Bow,,"Uses (1 ammo). Limit 1 ammo on Ornate Bow.
[action] Spend 1 ammo: <b>Fight.</b> This attack uses [agility] instead of [combat]. You get +2 [agility] and deal +2 damage for this attack.
[action]: You nock another arrow. Place 1 ammo on Ornate Bow.","Uses (1 ammo). Limit 1 ammo on Ornate Bow.
[action] Spend 1 ammo: <b>Fight.</b> This attack uses [agility] instead of [combat]. You get +2 [agility] and deal +2 damage for this attack.
[action]: You nock another arrow. Place 1 ammo on Ornate Bow.",2,,,1.0,1.0,,False,,2.0,Hand x2,Item. Relic. Weapon. Ranged.,Item. Relic. Weapon. Ranged.,,,,Andreas Zafiratos,False,False,False,,,c2425faf-14a6-4260-b864-3739701db110,https://arkhamdb.com/card/04204,/bundles/cards/04204.png,,,,4.0,3.0,Hand x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tcoa,The City of Archives,asset,Asset,guardian,Guardian,229,False,False,04229,M1918 BAR,M1918 BAR,,"Uses (8 ammo).
[action] Spend 1-5 ammo: <b>Fight.</b> You get +X [combat] for this attack. Instead of its standard damage, this attack deals X damage. X is the amount of ammo spent as part of this ability's cost.","Uses (8 ammo).
[action] Spend 1-5 ammo: <b>Fight.</b> You get +X [combat] for this attack. Instead of its standard damage, this attack deals X damage. X is the amount of ammo spent as part of this ability's cost.",2,,,2.0,,,False,,2.0,Hand x2,Item. Weapon. Firearm.,Item. Weapon. Firearm.,,,,John Pacer,False,False,False,,,cb709f7c-18ec-4dfe-b0ed-e4972d760454,https://arkhamdb.com/card/04229,/bundles/cards/04229.png,,,,5.0,4.0,Hand x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tcoa,The City of Archives,asset,Asset,seeker,Seeker,230,False,False,04230,Ancient Stone,Ancient Stone,Knowledge of the Elders,"Researched. Uses (X secrets). X is the number in parentheses next to ""you have identified the stone.""
[reaction] When you draw any number of cards, spend that many secrets: Deal that much damage to an enemy at your location.","Researched. Uses (X secrets). X is the number in parentheses next to ""you have identified the stone.""
[reaction] When you draw any number of cards, spend that many secrets: Deal that much damage to an enemy at your location.",2,,2.0,,,,False,,2.0,Hand,Item. Relic.,Item. Relic.,,,,Greg Bobrowski,False,False,False,,,d5252623-1d4d-4580-b1d4-2fd34a6c1dfc,https://arkhamdb.com/card/04230,/bundles/cards/04230.png,,,,2.0,4.0,Hand,,,"{'date': '2022-08-26 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tcoa,The City of Archives,asset,Asset,seeker,Seeker,231,False,False,04231,Ancient Stone,Ancient Stone,Minds in Harmony,"Researched. Uses (X secrets). X is the number in parentheses next to ""you have identified the stone.""
[reaction] When you draw any number of cards, spend that many secrets: Heal that much horror from a card at your location.","Researched. Uses (X secrets). X is the number in parentheses next to ""you have identified the stone.""
[reaction] When you draw any number of cards, spend that many secrets: Heal that much horror from a card at your location.",2,2.0,,,,,False,,2.0,Hand,Item. Relic.,Item. Relic.,,,,Greg Bobrowski,False,False,False,,,fd5851eb-4227-47a9-bcd1-29f81cd7da39,https://arkhamdb.com/card/04231,/bundles/cards/04231.png,,,,2.0,4.0,Hand,,,"{'date': '2022-08-26 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,hh.,,,,,,,,,,,,,,,,,,,,,,,,,,
tcoa,The City of Archives,event,Event,rogue,Rogue,233,False,False,04233,Pay Day,Pay Day,,"Gain 1 resource for each action you performed this turn <i>(including this one)</i>. If it is your turn, end your turn.","Gain 1 resource for each action you performed this turn <i>(including this one)</i>. If it is your turn, end your turn.",2,,,,,,False,,2.0,,Illicit. Fated.,Illicit. Fated.,,,,Dual Brush Studios,False,False,False,,,876a0c74-c958-44be-8dd4-b9d49a3a2d39,https://arkhamdb.com/card/04233,/bundles/cards/04233.png,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tcoa,The City of Archives,event,Event,mystic,Mystic,234,False,False,04234,Sacrifice,Sacrifice,,"Discard a [mystic] asset you control. Then, draw 3 cards or gain 3 resources, or any combination thereof.","Discard a [mystic] asset you control. Then, draw 3 cards or gain 3 resources, or any combination thereof.",2,1.0,,,,,False,,2.0,,Ritual.,Ritual.,,,The first step is the hardest.,Melissa Findley,False,False,False,,,eace0f26-6631-4263-92e4-c6b302cf223f,https://arkhamdb.com/card/04234,/bundles/cards/04234.png,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tcoa,The City of Archives,asset,Asset,survivor,Survivor,236,False,False,04236,On Your Own,On Your Own,,"Limit 1 per investigator.
Discard On Your Own if you control an asset that takes up an ally slot.
[reaction] When you play a [survivor] event, exhaust On Your Own: Reduce that event's cost by 2.","Limit 1 per investigator.
Discard On Your Own if you control an asset that takes up an ally slot.
[reaction] When you play a [survivor] event, exhaust On Your Own: Reduce that event's cost by 2.",2,1.0,,,,,False,,2.0,,Talent.,Talent.,,,,Alexander Kozachenko,False,False,False,,,6f9d24fe-148d-4f02-b7de-0ee592b11d5c,https://arkhamdb.com/card/04236,/bundles/cards/04236.png,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,asset,Asset,guardian,Guardian,265,False,False,04265,Handcuffs,Handcuffs,,"[action] If Handcuffs is not attached to an enemy: <b>Evade.</b> Use only on a [[Humanoid]] enemy. This evasion attempt uses [combat] instead of [agility]. If you succeed, attach Handcuffs to the just-evaded enemy.
If the attached enemy is non-[[Elite]], it cannot ready and doom cannot be placed on it.","[action] If Handcuffs is not attached to an enemy: <b>Evade.</b> Use only on a [[Humanoid]] enemy. This evasion attempt uses [combat] instead of [agility]. If you succeed, attach Handcuffs to the just-evaded enemy.
If the attached enemy is non-[[Elite]], it cannot ready and doom cannot be placed on it.",2,,,,1.0,,False,,2.0,,Item. Police.,Item. Police.,,,,Magali Villeneuve,False,False,False,,,4ee386b3-19fe-4718-8546-d092ae121791,https://arkhamdb.com/card/04265,/bundles/cards/04265.png,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,event,Event,guardian,Guardian,266,False,False,04266,Blood Eclipse,Blood Eclipse,,"As an additional cost to play Blood Eclipse, take up to 3 damage.
<b>Fight.</b> This attack uses [willpower] instead of [combat]. You get +1 [willpower] and deal +1 damage for this attack for each damage taken as part of this card's cost.","As an additional cost to play Blood Eclipse, take up to 3 damage.
<b>Fight.</b> This attack uses [willpower] instead of [combat]. You get +1 [willpower] and deal +1 damage for this attack for each damage taken as part of this card's cost.",2,1.0,,1.0,,,False,,2.0,,Spell. Spirit.,Spell. Spirit.,,,,Ryohei Hase,False,False,False,,,e18601aa-21ed-4468-8e2c-a613bfd1f75a,https://arkhamdb.com/card/04266,/bundles/cards/04266.png,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,asset,Asset,seeker,Seeker,267,False,False,04267,Feed the Mind,Feed the Mind,,"Uses (3 secrets).
[action] Exhaust Feed the Mind and spend 1 secret: Test [intellect] (0). For each point you succeed by, draw 1 card. Then, take 1 horror for each card in your hand in excess of your maximum hand size.","Uses (3 secrets).
[action] Exhaust Feed the Mind and spend 1 secret: Test [intellect] (0). For each point you succeed by, draw 1 card. Then, take 1 horror for each card in your hand in excess of your maximum hand size.",2,,1.0,,,,False,,2.0,Arcane,Spell.,Spell.,,,,Dual Brush Studios,False,False,False,,,336f8a91-80d9-4e56-9319-9c54d177472e,https://arkhamdb.com/card/04267,/bundles/cards/04267.png,,,,2.0,3.0,Arcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,asset,Asset,rogue,Rogue,268,False,False,04268,Colt Vest Pocket,Colt Vest Pocket,,"Uses (5 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +1 [combat] for this attack. This attack deals +1 damage.
<b>Forced</b> - At the end of the round: Discard Colt Vest Pocket.","Uses (5 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +1 [combat] for this attack. This attack deals +1 damage.
<b>Forced</b> - At the end of the round: Discard Colt Vest Pocket.",2,,,,1.0,,False,,2.0,Hand,Item. Weapon. Firearm. Illicit.,Item. Weapon. Firearm. Illicit.,,,,Dual Brush Studios,False,False,False,,,80f17c0a-b83a-4005-b263-0266b7b6b706,https://arkhamdb.com/card/04268,/bundles/cards/04268.png,,,,2.0,0.0,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,event,Event,rogue,Rogue,269,False,False,04269,Coup de Grâce,Coup de Grâce,,"Deal 1 damage to an enemy at your location. If this effect defeats that enemy, draw 1 card. If it is your turn, end your turn. This action does not provoke attacks of opportunity.","Deal 1 damage to an enemy at your location. If this effect defeats that enemy, draw 1 card. If it is your turn, end your turn. This action does not provoke attacks of opportunity.",2,,,2.0,,,False,,2.0,,Tactic. Fated.,Tactic. Fated.,,,"Two bullets cracked open the creature’s skull.
Then another. Then another. Then another.",Jorge Matar,False,False,False,,,2fbc296b-cf99-4e32-bafe-b5b7f2f184cd,https://arkhamdb.com/card/04269,/bundles/cards/04269.png,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,event,Event,survivor,Survivor,272,False,False,04272,Winging It,Winging It,,"You may play Winging It from your discard pile. If you do, shuffle it into your deck after resolving its effects.
<b>Investigate.</b> Your location gets -1 shroud for this investigation. (If you played Winging It from your discard pile, discover 1 additional clue if you succeed.)","You may play Winging It from your discard pile. If you do, shuffle it into your deck after resolving its effects.
<b>Investigate.</b> Your location gets -1 shroud for this investigation. (If you played Winging It from your discard pile, discover 1 additional clue if you succeed.)",2,,,,,,False,,2.0,,Tactic. Improvised.,Tactic. Improvised.,,,,Borja Pindado,False,False,False,,,655e57bc-72fc-4bb6-b971-dc8cb8d96519,https://arkhamdb.com/card/04272,/bundles/cards/04272.png,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,asset,Asset,survivor,Survivor,273,False,False,04273,Old Hunting Rifle,Old Hunting Rifle,,"Uses (3 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +3 [combat] and deal +2 damage for this attack. If a [skull] or [auto_fail] symbol is revealed during this attack, the rifle jams. (This attack automatically fails. Before you can activate this ability again, you must perform the following ability: ""[action]: You clear the jam."")","Uses (3 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +3 [combat] and deal +2 damage for this attack. If a [skull] or [auto_fail] symbol is revealed during this attack, the rifle jams. (This attack automatically fails. Before you can activate this ability again, you must perform the following ability: ""[action]: You clear the jam."")",2,,,1.0,1.0,,False,,2.0,Hand x2,Item. Weapon. Firearm.,Item. Weapon. Firearm.,,,,John Pacer,False,False,False,,,2990c62d-efff-4442-9084-97e491b814e6,https://arkhamdb.com/card/04273,/bundles/cards/04273.png,,,,3.0,3.0,Hand x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,asset,Asset,neutral,Neutral,274,False,False,04274,Thermos,Thermos,,"Uses (3 supplies).
[action] Spend 1 supply, exhaust Thermos: Heal 1 damage from an investigator at your location (2 damage instead if he or she has 2 or more physical trauma).
[action] Spend 1 supply, exhaust Thermos: Heal 1 horror from an investigator at your location (2 horror instead if he or she has 2 or more mental trauma).","Uses (3 supplies).
[action] Spend 1 supply, exhaust Thermos: Heal 1 damage from an investigator at your location (2 damage instead if he or she has 2 or more physical trauma).
[action] Spend 1 supply, exhaust Thermos: Heal 1 horror from an investigator at your location (2 horror instead if he or she has 2 or more mental trauma).",2,1.0,,,,,False,,2.0,,Item.,Item.,,,,Robert Laskey,False,False,False,,,83868b15-c1e5-40b7-b248-e7bb29904491,https://arkhamdb.com/card/04274,/bundles/cards/04274.png,,,,4.0,0.0,,,,,,,hd.hh.,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,asset,Asset,neutral,Neutral,275,False,False,04275,Hemispheric Map,Hemispheric Map,,"While your current location is connected to at least 2 other locations, you get +1 [willpower] and +1 [intellect].
While your current location is connected to at least 4 other locations, you get an additional +1 [willpower] and +1 [intellect].","While your current location is connected to at least 2 other locations, you get +1 [willpower] and +1 [intellect].
While your current location is connected to at least 4 other locations, you get an additional +1 [willpower] and +1 [intellect].",2,1.0,1.0,,,,False,,2.0,Accessory,Item. Relic.,Item. Relic.,,,,Dimitri Bielak,False,False,False,,,d8c9c917-aec2-4bc1-93dc-3b3cd1d44135,https://arkhamdb.com/card/04275,/bundles/cards/04275.png,,,,2.0,3.0,Accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdoy,The Depths of Yoth,asset,Asset,neutral,Neutral,276,False,False,04276,Timeworn Brand,Timeworn Brand,,"[action] If Timeworn Brand is ready: <b>Fight.</b> You get +2 [combat] and deal +1 damage for this attack.
[action] Exhaust Timeworn Brand: <b>Fight.</b> Add your [willpower] to your skill value for this attack. This attack deals +3 damage. If this attack defeats an [[Elite]] enemy, draw 3 cards. (Max once per game.)","[action] If Timeworn Brand is ready: <b>Fight.</b> You get +2 [combat] and deal +1 damage for this attack.
[action] Exhaust Timeworn Brand: <b>Fight.</b> Add your [willpower] to your skill value for this attack. This attack deals +3 damage. If this attack defeats an [[Elite]] enemy, draw 3 cards. (Max once per game.)",2,1.0,,1.0,,,False,,2.0,Hand,Item. Relic. Weapon. Melee.,Item. Relic. Weapon. Melee.,,,,Andreas Zafiratos,False,False,False,,,6705ff5f-bf95-4310-83d6-30fb1684e8ae,https://arkhamdb.com/card/04276,/bundles/cards/04276.png,,,,5.0,5.0,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sha,Shattered Aeons,asset,Asset,guardian,Guardian,304,False,False,04304,Kerosene,Kerosene,,"Uses (3 supplies). If Kerosene has no supplies, discard it.
[action] If an enemy was defeated at this location this round, exhaust Kerosene and spend 1 supply: Heal up to 2 horror from among investigators and [[Ally]] assets at your location.","Uses (3 supplies). If Kerosene has no supplies, discard it.
[action] If an enemy was defeated at this location this round, exhaust Kerosene and spend 1 supply: Heal up to 2 horror from among investigators and [[Ally]] assets at your location.",2,1.0,,,,,False,,2.0,,Item.,Item.,,,,Stanislav Dikolenko,False,False,False,,,04d5f69a-a40f-49ac-914f-fa53687ea7b9,https://arkhamdb.com/card/04304,/bundles/cards/04304.png,,,,3.0,1.0,,,,,,,hh.,,,,,,,,,,,,,,,,,,,,,,,,,,
sha,Shattered Aeons,asset,Asset,guardian,Guardian,305,False,False,04305,Flamethrower,Flamethrower,,"Uses (4 ammo).
[action] Spend 1 ammo: <b>Fight.</b> The enemy chosen for this attack must be the enemy engaged with you with the highest fight. You get +4 [combat] for this attack. If this attack is successful, instead of its standard damage, you may assign up to 4 damage among enemies engaged with you <i>(any additional damage adds to this total)</i>.","Uses (4 ammo).
[action] Spend 1 ammo: <b>Fight.</b> The enemy chosen for this attack must be the enemy engaged with you with the highest fight. You get +4 [combat] for this attack. If this attack is successful, instead of its standard damage, you may assign up to 4 damage among enemies engaged with you <i>(any additional damage adds to this total)</i>.",2,,,2.0,,,False,,2.0,Body. Hand x2,Item. Weapon. Firearm.,Item. Weapon. Firearm.,,,,Jose Vega,False,False,False,,,2d5a7b01-f50d-42a3-8db3-3c383cb17912,https://arkhamdb.com/card/04305,/bundles/cards/04305.png,,,,4.0,5.0,Body. Hand x2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sha,Shattered Aeons,asset,Asset,seeker,Seeker,307,False,False,04307,Pnakotic Manuscripts,Pnakotic Manuscripts,Mind-Expanding Ideas,"Uses (3 secrets).
[reaction] When an investigator at your location would perform a skill test during a revelation effect, spend 1 secret: Do not reveal chaos tokens for that test.
[action] Spend 1 secret: Choose an investigator at your location. Do not reveal chaos tokens for the next skill test that investigator performs this round.","Uses (3 secrets).
[reaction] When an investigator at your location would perform a skill test during a revelation effect, spend 1 secret: Do not reveal chaos tokens for that test.
[action] Spend 1 secret: Choose an investigator at your location. Do not reveal chaos tokens for the next skill test that investigator performs this round.",2,,1.0,,,,False,,2.0,Hand,Item. Relic. Tome.,Item. Relic. Tome.,,,,A.L. Ashbaugh,True,False,False,,,b4b13e0c-abd7-4a1e-93f7-0781cab068ee,https://arkhamdb.com/card/04307,/bundles/cards/04307.png,,,,5.0,5.0,Hand,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sha,Shattered Aeons,skill,Skill,rogue,Rogue,309,False,False,04309,All In,All In,,"Max 1 committed per skill test.
If this test is successful, draw 1 card for each point you succeeded by, to a maximum of 5. Shuffle each weakness drawn by this effect back into your deck without resolving it.","Max 1 committed per skill test.
If this test is successful, draw 1 card for each point you succeeded by, to a maximum of 5. Shuffle each weakness drawn by this effect back into your deck without resolving it.",2,,,,,,False,,2.0,,Fortune.,Fortune.,,,,Borja Pindado,False,False,False,,,3394aa3b-c35a-49d3-b1b6-bc0bc0162ff9,https://arkhamdb.com/card/04309,/bundles/cards/04309.png,,,,,5.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sha,Shattered Aeons,asset,Asset,mystic,Mystic,310,False,False,04310,Shards of the Void,Shards of the Void,,"Seal (0). Uses (3 charges).
[action] Spend 1 charge or release a chaos token sealed here: <b>Fight.</b> This attack uses [willpower] instead of [combat] and deals +1 damage. You get +2 [willpower] for this attack for each ""0"" token sealed on Shards of the Void. For each ""0"" token revealed during this attack, seal that token on Shards of the Void and this attack deals 1 additional damage.","Seal (0). Uses (3 charges).
[action] Spend 1 charge or release a chaos token sealed here: <b>Fight.</b> This attack uses [willpower] instead of [combat] and deals +1 damage. You get +2 [willpower] for this attack for each ""0"" token sealed on Shards of the Void. For each ""0"" token revealed during this attack, seal that token on Shards of the Void and this attack deals 1 additional damage.",2,1.0,,1.0,,,False,,2.0,Arcane,Spell.,Spell.,,,,Falk,False,False,False,,,5e413d84-f3e8-4c40-8b83-fe1e69f73c6c,https://arkhamdb.com/card/04310,/bundles/cards/04310.png,,,,3.0,3.0,Arcane,,,,,,se.,,,,,,,,,,,,,,,,,,,,,,,,,,
sha,Shattered Aeons,asset,Asset,mystic,Mystic,311,False,False,04311,Seal of the Seventh Sign,Seal of the Seventh Sign,Over the Threshold and Beyond,"Seal ([auto_fail]). Uses (7 charges). If Seal of the Seventh Sign has no charges, or if it leaves play, remove it from the game.
<b>Forced</b> - After a [skull], [cultist], [tablet], or [elder_thing] token is revealed during any skill test: Remove 1 charge from Seal of the Seventh Sign.","Seal ([auto_fail]). Uses (7 charges). If Seal of the Seventh Sign has no charges, or if it leaves play, remove it from the game.
<b>Forced</b> - After a [skull], [cultist], [tablet], or [elder_thing] token is revealed during any skill test: Remove 1 charge from Seal of the Seventh Sign.",2,1.0,,,,,False,,2.0,Arcane,Spell. Ritual.,Spell. Ritual.,,,,Andreas Zafiratos,True,False,False,,,36561aa6-4bce-494e-80ec-c98b80088213,https://arkhamdb.com/card/04311,/bundles/cards/04311.png,,,,4.0,5.0,Arcane,,,,1.0,,se.,,,,,,,,,,,,,,,,,,,,,,,,,,
sha,Shattered Aeons,event,Event,survivor,Survivor,312,False,False,04312,Impromptu Barrier,Impromptu Barrier,,"You may play Impromptu Barrier from your discard pile. If you do, shuffle it into your deck after resolving its effects.
<b>Evade.</b> The chosen enemy gets -1 evade for this evasion attempt. (If you played Impromptu Barrier from your discard pile, you may evade an additional enemy at the same location with evade X or lower. X is the amount you succeed by.)","You may play Impromptu Barrier from your discard pile. If you do, shuffle it into your deck after resolving its effects.
<b>Evade.</b> The chosen enemy gets -1 evade for this evasion attempt. (If you played Impromptu Barrier from your discard pile, you may evade an additional enemy at the same location with evade X or lower. X is the amount you succeed by.)",2,,,,,,False,,2.0,,Tactic. Improvised.,Tactic. Improvised.,,,,Borja Pindado,False,False,False,,,52209ebb-4ac1-4b38-b47e-a85fb7ff22c0,https://arkhamdb.com/card/04312,/bundles/cards/04312.png,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtdwl,Return to the Dunwich Legacy,asset,Asset,guardian,Guardian,1,False,False,51001,Bandolier,Bandolier,,"You have two additional hand slots, which can only be used to hold [[Weapon]] assets.
While you have [[Weapon]] assets held in 2 or more hand slots, you get +1 [willpower].","You have two additional hand slots, which can only be used to hold [[Weapon]] assets.
While you have [[Weapon]] assets held in 2 or more hand slots, you get +1 [willpower].",2,1.0,,1.0,,1.0,False,,2.0,Body,Item.,Item.,,,,Stanislav Dikolenko,False,False,False,,,8c777114-0122-444a-b853-827bb67f2afa,https://arkhamdb.com/card/51001,/bundles/cards/51001.png,,,,2.0,2.0,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtdwl,Return to the Dunwich Legacy,asset,Asset,guardian,Guardian,2,False,False,51002,Blackjack,Blackjack,,"[action]: <b>Fight.</b> You get +2 [combat] for this attack. If you perform this attack against an enemy engaged with another investigator, you deal +1 damage for this attack if you succeed, and no damage if you fail.","[action]: <b>Fight.</b> You get +2 [combat] for this attack. If you perform this attack against an enemy engaged with another investigator, you deal +1 damage for this attack if you succeed, and no damage if you fail.",2,,,1.0,1.0,,False,,2.0,Hand,Item. Weapon. Melee.,Item. Weapon. Melee.,,,,Matthew Cowdery,False,False,False,,,362acc37-0402-4bc2-bbf1-37b2e3ae12e6,https://arkhamdb.com/card/51002,/bundles/cards/51002.png,,,,2.0,2.0,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtdwl,Return to the Dunwich Legacy,event,Event,seeker,Seeker,3,False,False,51003,Preposterous Sketches,Preposterous Sketches,,"Play only if there is a clue on your location.
Draw 3 cards.","Play only if there is a clue on your location.
Draw 3 cards.",2,1.0,1.0,,,,False,,2.0,,Insight.,Insight.,,,,German Nobile,False,False,False,,,4a5056f1-3d65-4b08-95d8-0e28b36919de,https://arkhamdb.com/card/51003,/bundles/cards/51003.png,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtdwl,Return to the Dunwich Legacy,asset,Asset,seeker,Seeker,4,False,False,51004,Strange Solution,Strange Solution,Empowering Elixir,"Researched. Uses (3 supplies).
[action] Spend 1 supply and exhaust Strange Solution: Choose an investigator at your location to gain 2 resources and draw 1 card.","Researched. Uses (3 supplies).
[action] Spend 1 supply and exhaust Strange Solution: Choose an investigator at your location to gain 2 resources and draw 1 card.",2,,2.0,,,,False,,2.0,,Item. Science.,Item. Science.,,,,Tiziano Baracchi,False,False,False,,,a1fea95e-7df1-4a93-9295-3b8c7d03079b,https://arkhamdb.com/card/51004,/bundles/cards/51004.png,,,,1.0,4.0,,,,"{'date': '2022-08-26 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtdwl,Return to the Dunwich Legacy,event,Event,rogue,Rogue,5,False,False,51005,Contraband,Contraband,,"Choose an asset controlled by an investigator at your location. Either (choose one):
- Place 2 ammo or supply tokens on that asset and draw 1 card.
- Double the number of ammo or supply tokens on that asset.","Choose an asset controlled by an investigator at your location. Either (choose one):
- Place 2 ammo or supply tokens on that asset and draw 1 card.
- Double the number of ammo or supply tokens on that asset.",2,1.0,2.0,,,,False,,2.0,,Supply. Illicit.,Supply. Illicit.,,,"It may not be legal, but it gets the job done",Matt Bradbury,False,False,False,,,ae54262f-7d83-4fb4-a4da-2579b365e7c9,https://arkhamdb.com/card/51005,/bundles/cards/51005.png,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtdwl,Return to the Dunwich Legacy,event,Event,rogue,Rogue,6,False,False,51006,Think on Your Feet,Think on Your Feet,,"Fast. Play when an enemy enters your location.
Immediately move to a connecting location. (The enemy still enters your previous location.)","Fast. Play when an enemy enters your location.
Immediately move to a connecting location. (The enemy still enters your previous location.)",2,,1.0,,2.0,,False,,2.0,,Trick.,Trick.,,,,JB Casacop,False,False,False,,,be1bc76c-8781-4970-93e3-3490ca6e563c,https://arkhamdb.com/card/51006,/bundles/cards/51006.png,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
